order_id,customer_id,order_date,order_status,payment_method,total_amount
ORD002780,CUST01184,2026-03-15,completed,NetBanking,3898
ORD002781,CUST01185,2026-03-14,completed,NetBanking,5797
ORD002782,CUST01185,2026-04-27,completed,NetBanking,3997
ORD002783,CUST01185,2026-01-28,completed,NetBanking,2499
ORD002784,CUST01185,2025-10-11,completed,NetBanking,5298
ORD002785,CUST01186,2025-11-14,completed,Card,2698
ORD002786,CUST01186,2026-01-13,cancelled,UPI,4298
ORD002787,CUST01186,2026-03-14,completed,Card,1799
ORD002788,CUST01186,2026-03-13,completed,COD,499
ORD002789,CUST01186,2026-05-27,completed,NetBanking,6498
ORD002790,CUST01186,2025-06-09,completed,NetBanking,1299
ORD002791,CUST01188,2026-04-22,completed,Card,7797
ORD002792,CUST01189,2025-07-21,completed,Card,2998
ORD002793,CUST01189,2026-02-28,completed,UPI,2498
ORD002794,CUST01189,2026-02-19,returned,NetBanking,3197
ORD002795,CUST01189,2026-07-20,completed,NetBanking,4498
ORD002796,CUST01189,2025-07-18,completed,NetBanking,2499
ORD002797,CUST01189,2026-04-29,completed,Card,1198
ORD002798,CUST01189,2025-12-27,completed,COD,2499
ORD002799,CUST01190,2025-11-16,completed,NetBanking,2499
ORD002800,CUST01190,2025-11-04,completed,NetBanking,2298
ORD002801,CUST01190,2025-10-26,cancelled,Card,1799
ORD002802,CUST01191,2025-06-11,completed,Card,3498
ORD002803,CUST01192,2025-08-16,returned,UPI,3998
ORD002804,CUST01193,2025-03-28,completed,Card,1299
ORD002805,CUST01193,2026-04-13,returned,NetBanking,4298
ORD002806,CUST01193,2025-11-01,completed,Card,3999
ORD002807,CUST01193,2026-02-21,completed,COD,2298
ORD002808,CUST01193,2025-08-14,completed,Card,4497
ORD002809,CUST01193,2025-05-12,completed,NetBanking,3697
ORD002810,CUST01193,2026-07-04,completed,UPI,3498
ORD002811,CUST01194,2025-03-26,completed,Card,499
ORD002812,CUST01195,2026-05-30,completed,NetBanking,3198
ORD002813,CUST01196,2026-04-03,completed,NetBanking,1299
ORD002814,CUST01196,2026-02-17,completed,UPI,3999
ORD002815,CUST01198,2026-03-08,completed,COD,4597
ORD002816,CUST01199,2025-12-03,completed,UPI,3998
ORD002817,CUST01200,2025-09-10,completed,UPI,4298
ORD002818,CUST01200,2025-07-16,completed,UPI,3998
ORD002819,CUST01201,2025-03-27,returned,UPI,2998
ORD002820,CUST01201,2025-04-23,completed,Card,3999
ORD002821,CUST01202,2026-06-08,completed,COD,6998
ORD002822,CUST01204,2025-10-06,completed,UPI,1398
ORD002823,CUST01204,2025-09-02,completed,UPI,4897
ORD002824,CUST01205,2025-08-16,completed,NetBanking,499
ORD002825,CUST01206,2026-03-09,completed,COD,2198
ORD002826,CUST01206,2026-02-22,completed,NetBanking,6397
ORD002827,CUST01207,2025-05-16,completed,Card,2298
ORD002828,CUST01207,2026-02-21,returned,COD,3998
ORD002829,CUST01207,2026-05-22,completed,UPI,4798
ORD002830,CUST01207,2026-01-24,completed,NetBanking,5197
ORD002831,CUST01209,2026-02-09,completed,NetBanking,3398
ORD002832,CUST01209,2026-04-27,completed,COD,3198
ORD002833,CUST01210,2026-03-01,completed,UPI,1698
ORD002834,CUST01211,2026-04-04,completed,COD,4697
ORD002835,CUST01212,2025-07-24,completed,Card,1299
ORD002836,CUST01212,2025-09-01,completed,UPI,2499
ORD002837,CUST01212,2025-08-26,completed,COD,1698
ORD002838,CUST01213,2026-03-23,completed,COD,2498
ORD002839,CUST01214,2025-06-02,completed,Card,3198
ORD002840,CUST01214,2026-01-15,completed,UPI,4597
ORD002841,CUST01214,2026-05-18,completed,Card,6397
ORD002842,CUST01214,2026-06-28,completed,UPI,2499
ORD002843,CUST01214,2026-07-22,completed,UPI,499
ORD002844,CUST01214,2025-05-21,completed,UPI,4497
ORD002845,CUST01215,2025-04-25,completed,UPI,3398
ORD002846,CUST01215,2026-06-07,completed,Card,7297
ORD002847,CUST01215,2025-11-24,cancelled,UPI,1598
ORD002848,CUST01215,2025-03-17,completed,COD,7797
ORD002849,CUST01215,2026-01-23,completed,NetBanking,3798
ORD002850,CUST01215,2025-04-05,completed,NetBanking,6997
ORD002851,CUST01216,2026-06-02,completed,COD,4397
ORD002852,CUST01217,2025-12-08,completed,NetBanking,2497
ORD002853,CUST01217,2026-03-04,completed,Card,5297
ORD002854,CUST01217,2025-07-18,completed,UPI,4597
ORD002855,CUST01217,2026-05-20,completed,UPI,2298
ORD002856,CUST01217,2025-03-12,completed,NetBanking,3798
ORD002857,CUST01217,2026-03-10,returned,NetBanking,899
ORD002858,CUST01218,2026-06-24,completed,NetBanking,2499
ORD002859,CUST01218,2026-05-08,completed,COD,6197
ORD002860,CUST01219,2026-07-23,completed,Card,6498
ORD002861,CUST01219,2025-10-26,completed,Card,1299
ORD002862,CUST01220,2025-06-05,completed,UPI,2998
ORD002863,CUST01220,2026-06-20,completed,Card,2798
ORD002864,CUST01220,2026-08-05,completed,Card,6498
ORD002865,CUST01220,2025-08-24,completed,NetBanking,1299
ORD002866,CUST01221,2025-12-14,completed,UPI,6297
ORD002867,CUST01221,2026-04-30,completed,NetBanking,3999
ORD002868,CUST01221,2025-07-23,completed,UPI,899
ORD002869,CUST01222,2025-09-07,completed,COD,2499
ORD002870,CUST01222,2025-04-14,completed,COD,4498
ORD002871,CUST01223,2026-07-18,completed,NetBanking,2998
ORD002872,CUST01223,2026-06-28,completed,Card,4498
ORD002873,CUST01223,2026-02-19,completed,UPI,2499
ORD002874,CUST01223,2025-05-23,completed,NetBanking,3697
ORD002875,CUST01224,2025-12-20,completed,Card,3798
ORD002876,CUST01225,2025-06-17,completed,NetBanking,3498
ORD002877,CUST01225,2026-02-09,completed,Card,3798
ORD002878,CUST01225,2026-02-04,completed,NetBanking,2197
ORD002879,CUST01226,2025-03-28,completed,NetBanking,2398
ORD002880,CUST01226,2025-12-04,completed,NetBanking,2198
ORD002881,CUST01226,2026-06-21,completed,NetBanking,5997
ORD002882,CUST01226,2026-04-26,completed,COD,2998
ORD002883,CUST01226,2026-01-28,completed,NetBanking,3698
ORD002884,CUST01226,2026-08-12,completed,COD,3797
ORD002885,CUST01226,2026-01-20,completed,NetBanking,499
ORD002886,CUST01226,2025-10-30,returned,UPI,699
ORD002887,CUST01227,2025-10-30,cancelled,NetBanking,5197
ORD002888,CUST01227,2026-08-22,completed,COD,2499
ORD002889,CUST01227,2025-07-03,returned,NetBanking,6498
ORD002890,CUST01228,2025-03-02,completed,NetBanking,4498
ORD002891,CUST01228,2026-06-30,completed,COD,3798
ORD002892,CUST01228,2025-12-30,cancelled,Card,2998
ORD002893,CUST01228,2025-08-13,completed,Card,3298
ORD002894,CUST01228,2026-03-17,completed,NetBanking,5297
ORD002895,CUST01228,2025-08-31,returned,NetBanking,4898
ORD002896,CUST01228,2025-06-11,completed,UPI,6397
ORD002897,CUST01228,2025-06-11,completed,Card,5298
ORD002898,CUST01229,2025-12-18,completed,Card,699
ORD002899,CUST01229,2026-01-21,completed,UPI,3197
ORD002900,CUST01229,2026-05-30,completed,NetBanking,2998
ORD002901,CUST01230,2025-07-30,completed,UPI,2499
ORD002902,CUST01230,2025-05-22,completed,COD,499
ORD002903,CUST01230,2025-09-14,completed,NetBanking,5797
ORD002904,CUST01230,2025-11-16,completed,COD,2499
ORD002905,CUST01230,2025-06-30,completed,COD,5797
ORD002906,CUST01230,2025-05-19,completed,Card,2198
ORD002907,CUST01232,2025-12-13,completed,UPI,4397
ORD002908,CUST01233,2026-02-28,completed,COD,3999
ORD002909,CUST01234,2026-07-18,completed,UPI,3498
ORD002910,CUST01234,2025-04-23,completed,UPI,3098
ORD002911,CUST01234,2025-06-28,completed,NetBanking,2998
ORD002912,CUST01234,2026-06-26,completed,COD,2998
ORD002913,CUST01235,2026-04-25,completed,UPI,2997
ORD002914,CUST01235,2025-12-01,completed,UPI,999
ORD002915,CUST01236,2025-08-28,completed,Card,1499
ORD002916,CUST01236,2026-04-21,completed,UPI,2999
ORD002917,CUST01236,2025-07-21,completed,Card,4498
ORD002918,CUST01236,2026-03-25,completed,Card,4997
ORD002919,CUST01236,2026-02-22,completed,NetBanking,1998
ORD002920,CUST01236,2025-12-11,completed,NetBanking,6997
ORD002921,CUST01237,2026-02-26,completed,NetBanking,3498
ORD002922,CUST01237,2025-12-14,completed,COD,2298
ORD002923,CUST01237,2026-03-29,completed,UPI,4298
ORD002924,CUST01237,2026-07-18,completed,Card,3698
ORD002925,CUST01237,2025-12-27,completed,Card,3997
ORD002926,CUST01237,2026-03-11,completed,UPI,1498
ORD002927,CUST01237,2026-04-12,completed,UPI,3298
ORD002928,CUST01237,2025-06-20,completed,Card,3897
ORD002929,CUST01238,2025-06-03,completed,UPI,4298
ORD002930,CUST01239,2025-06-04,completed,COD,4797
ORD002931,CUST01239,2025-03-28,completed,Card,4498
ORD002932,CUST01240,2026-05-12,completed,COD,3398
ORD002933,CUST01241,2025-11-22,completed,COD,4097
ORD002934,CUST01241,2025-08-19,completed,UPI,3997
ORD002935,CUST01241,2026-06-07,completed,NetBanking,1799
ORD002936,CUST01241,2025-10-25,completed,COD,1499
ORD002937,CUST01241,2026-05-24,completed,Card,4698
ORD002938,CUST01242,2025-08-10,completed,COD,899
ORD002939,CUST01243,2026-02-08,completed,Card,2499
ORD002940,CUST01243,2026-03-12,completed,COD,2999
ORD002941,CUST01243,2026-02-23,completed,UPI,2998
ORD002942,CUST01243,2025-10-13,completed,COD,3198
ORD002943,CUST01243,2025-08-09,completed,UPI,699
ORD002944,CUST01243,2025-10-03,completed,NetBanking,1498
ORD002945,CUST01244,2025-04-10,completed,UPI,2998
ORD002946,CUST01244,2025-11-10,cancelled,NetBanking,1799
ORD002947,CUST01244,2026-04-26,completed,Card,2298
ORD002948,CUST01244,2025-06-17,returned,COD,2698
ORD002949,CUST01245,2026-01-11,completed,NetBanking,5197
ORD002950,CUST01246,2025-04-22,completed,NetBanking,4498
ORD002951,CUST01246,2026-04-12,completed,NetBanking,6498
ORD002952,CUST01246,2025-11-05,completed,UPI,2499
ORD002953,CUST01247,2025-03-07,cancelled,COD,3999
ORD002954,CUST01248,2025-10-10,completed,UPI,2999
ORD002955,CUST01249,2025-07-03,cancelled,UPI,5497
ORD002956,CUST01249,2025-03-06,completed,UPI,2698
ORD002957,CUST01250,2025-06-21,completed,Card,999
ORD002958,CUST01250,2025-08-01,completed,COD,5297
ORD002959,CUST01250,2025-07-03,completed,NetBanking,2499
ORD002960,CUST01251,2025-11-15,completed,Card,3998
ORD002961,CUST01251,2025-12-08,cancelled,NetBanking,3798
ORD002962,CUST01252,2026-08-20,completed,NetBanking,3398
ORD002963,CUST01252,2025-07-24,returned,Card,999
ORD002964,CUST01252,2026-03-19,completed,UPI,4997
ORD002965,CUST01252,2025-09-15,completed,Card,4297
ORD002966,CUST01252,2025-06-17,completed,COD,3797
ORD002967,CUST01252,2025-03-12,completed,COD,2998
ORD002968,CUST01253,2025-10-22,completed,Card,2798
ORD002969,CUST01253,2026-03-23,completed,UPI,4197
ORD002970,CUST01253,2025-04-12,completed,NetBanking,1898
ORD002971,CUST01253,2026-01-23,completed,COD,3698
ORD002972,CUST01253,2025-06-29,completed,NetBanking,1799
ORD002973,CUST01253,2025-09-19,completed,Card,899
ORD002974,CUST01255,2026-08-16,cancelled,COD,1299
ORD002975,CUST01256,2026-03-22,completed,COD,2198
ORD002976,CUST01256,2026-01-07,completed,NetBanking,1698
ORD002977,CUST01256,2025-04-30,completed,UPI,2499
ORD002978,CUST01256,2026-01-02,completed,Card,2697
ORD002979,CUST01256,2025-07-18,returned,NetBanking,499
ORD002980,CUST01258,2026-04-01,completed,COD,2498
ORD002981,CUST01259,2026-03-13,completed,UPI,2499
ORD002982,CUST01259,2025-06-24,completed,UPI,999
ORD002983,CUST01261,2026-03-10,completed,UPI,3999
ORD002984,CUST01262,2026-02-28,completed,Card,999
ORD002985,CUST01263,2025-05-10,completed,UPI,1499
ORD002986,CUST01264,2026-03-02,completed,UPI,2999
ORD002987,CUST01264,2026-03-21,completed,NetBanking,2999
ORD002988,CUST01264,2026-05-24,completed,UPI,3999
ORD002989,CUST01264,2025-05-03,completed,UPI,699
ORD002990,CUST01264,2025-04-06,completed,COD,3498
ORD002991,CUST01265,2025-12-22,completed,COD,4497
ORD002992,CUST01266,2025-09-19,cancelled,NetBanking,5497
ORD002993,CUST01266,2025-11-08,completed,UPI,3998
ORD002994,CUST01266,2025-12-08,completed,Card,1698
ORD002995,CUST01266,2025-04-01,completed,NetBanking,999
ORD002996,CUST01267,2025-09-20,completed,COD,6498
ORD002997,CUST01267,2026-01-02,completed,UPI,5498
ORD002998,CUST01267,2026-02-28,completed,COD,1398
ORD002999,CUST01267,2026-02-08,completed,NetBanking,1799
ORD003000,CUST01267,2026-02-05,completed,Card,1499
ORD003001,CUST01267,2025-12-20,completed,UPI,699
ORD003002,CUST01267,2025-03-22,completed,COD,4898
ORD003003,CUST01267,2026-05-31,completed,COD,5997
ORD003004,CUST01268,2026-03-29,cancelled,Card,899
ORD003005,CUST01268,2025-10-29,completed,Card,2499
ORD003006,CUST01268,2026-02-18,completed,Card,4298
ORD003007,CUST01268,2026-06-09,completed,Card,499
ORD003008,CUST01269,2026-03-03,completed,UPI,1799
ORD003009,CUST01271,2025-10-13,returned,COD,6998
ORD003010,CUST01271,2025-10-30,completed,NetBanking,999
ORD003011,CUST01271,2025-08-28,completed,COD,3198
ORD003012,CUST01271,2026-07-01,completed,NetBanking,3898
ORD003013,CUST01272,2026-08-08,completed,COD,4497
ORD003014,CUST01273,2025-08-10,completed,COD,1498
ORD003015,CUST01273,2025-05-24,completed,COD,2499
ORD003016,CUST01274,2026-07-01,completed,NetBanking,5498
ORD003017,CUST01274,2025-10-14,completed,NetBanking,3398
ORD003018,CUST01274,2025-04-06,completed,COD,6797
ORD003019,CUST01275,2026-08-13,completed,UPI,5197
ORD003020,CUST01276,2025-05-25,completed,Card,2198
ORD003021,CUST01277,2026-04-01,completed,Card,2998
ORD003022,CUST01279,2025-08-21,completed,UPI,2798
ORD003023,CUST01280,2026-05-12,completed,UPI,4497
ORD003024,CUST01281,2025-12-23,completed,UPI,699
ORD003025,CUST01281,2025-03-05,completed,NetBanking,2498
ORD003026,CUST01281,2026-05-05,completed,COD,4498
ORD003027,CUST01281,2025-11-06,completed,COD,2499
ORD003028,CUST01281,2025-09-18,completed,COD,3298
ORD003029,CUST01281,2025-04-27,completed,COD,3498
ORD003030,CUST01282,2025-04-15,cancelled,NetBanking,2999
ORD003031,CUST01282,2025-07-30,completed,NetBanking,2498
ORD003032,CUST01282,2025-10-01,completed,Card,6497
ORD003033,CUST01283,2025-12-04,completed,Card,2197
ORD003034,CUST01283,2026-01-20,completed,UPI,2499
ORD003035,CUST01283,2025-08-07,completed,Card,2997
ORD003036,CUST01285,2025-07-27,completed,COD,5397
ORD003037,CUST01285,2025-07-10,completed,COD,1499
ORD003038,CUST01285,2026-03-06,completed,COD,1499
ORD003039,CUST01287,2026-05-25,completed,NetBanking,2198
ORD003040,CUST01287,2025-07-10,completed,COD,1499
ORD003041,CUST01288,2026-05-21,completed,UPI,1799
ORD003042,CUST01288,2025-09-28,completed,Card,1198
ORD003043,CUST01288,2026-01-28,completed,NetBanking,2798
ORD003044,CUST01288,2026-02-14,completed,UPI,2999
ORD003045,CUST01289,2026-08-14,completed,COD,2999
ORD003046,CUST01289,2025-10-06,completed,Card,5197
ORD003047,CUST01290,2025-06-04,completed,Card,699
ORD003048,CUST01290,2026-02-05,completed,COD,4298
ORD003049,CUST01290,2026-07-31,completed,NetBanking,3698
ORD003050,CUST01290,2025-07-24,completed,Card,3297
ORD003051,CUST01290,2026-02-01,cancelled,UPI,4298
ORD003052,CUST01290,2025-10-10,completed,UPI,1698
ORD003053,CUST01291,2026-04-30,completed,NetBanking,3297
ORD003054,CUST01291,2026-07-04,completed,NetBanking,2499
ORD003055,CUST01292,2025-10-31,completed,COD,4498
ORD003056,CUST01293,2026-03-13,completed,NetBanking,1898
ORD003057,CUST01293,2026-05-06,completed,Card,3498
ORD003058,CUST01293,2025-10-06,returned,UPI,2498
ORD003059,CUST01293,2025-04-04,completed,UPI,3797
ORD003060,CUST01294,2026-08-15,completed,Card,1198
ORD003061,CUST01294,2026-02-07,completed,Card,5797
ORD003062,CUST01294,2025-05-21,completed,NetBanking,3698
ORD003063,CUST01296,2026-06-30,completed,NetBanking,2398
ORD003064,CUST01297,2026-07-26,completed,UPI,3898
ORD003065,CUST01297,2025-06-10,completed,UPI,1898
ORD003066,CUST01297,2026-03-20,completed,UPI,1398
ORD003067,CUST01297,2025-03-22,completed,COD,499
ORD003068,CUST01298,2026-08-12,returned,Card,2398
ORD003069,CUST01299,2025-03-19,completed,NetBanking,2998
ORD003070,CUST01299,2025-07-22,completed,COD,2499
ORD003071,CUST01300,2026-04-21,completed,NetBanking,2499
ORD003072,CUST01300,2025-08-30,completed,COD,4298
ORD003073,CUST01300,2025-05-12,returned,COD,899
ORD003074,CUST01300,2025-04-25,completed,UPI,2798
ORD003075,CUST01300,2025-07-25,completed,Card,3098
ORD003076,CUST01300,2026-02-07,completed,NetBanking,1198
ORD003077,CUST01301,2025-09-19,cancelled,NetBanking,2097
ORD003078,CUST01302,2025-11-06,returned,UPI,2499
ORD003079,CUST01302,2026-08-15,completed,UPI,699
ORD003080,CUST01302,2025-08-27,completed,COD,2499
ORD003081,CUST01302,2025-11-13,completed,Card,2499
ORD003082,CUST01303,2025-05-19,completed,NetBanking,699
ORD003083,CUST01303,2026-05-25,completed,UPI,999
ORD003084,CUST01305,2026-07-05,completed,UPI,2897
ORD003085,CUST01306,2025-04-05,completed,NetBanking,1998
ORD003086,CUST01308,2025-05-28,cancelled,Card,2698
ORD003087,CUST01308,2025-05-22,completed,COD,4197
ORD003088,CUST01309,2026-01-21,completed,NetBanking,1799
ORD003089,CUST01309,2026-02-23,completed,Card,2498
ORD003090,CUST01309,2026-05-27,completed,COD,1799
ORD003091,CUST01311,2025-07-04,completed,COD,1398
ORD003092,CUST01311,2026-03-24,completed,Card,4298
ORD003093,CUST01311,2025-08-23,completed,NetBanking,1998
ORD003094,CUST01312,2025-09-04,completed,UPI,499
ORD003095,CUST01313,2025-10-11,completed,NetBanking,3198
ORD003096,CUST01313,2026-01-09,completed,COD,4197
ORD003097,CUST01314,2025-12-04,completed,Card,2499
ORD003098,CUST01314,2025-08-18,completed,NetBanking,4497
ORD003099,CUST01314,2026-03-17,returned,COD,2198
ORD003100,CUST01315,2026-03-31,completed,Card,3498
ORD003101,CUST01315,2025-03-19,cancelled,NetBanking,2499
ORD003102,CUST01316,2026-06-15,completed,Card,3498
ORD003103,CUST01317,2026-03-18,completed,UPI,7297
ORD003104,CUST01317,2025-12-19,completed,NetBanking,3798
ORD003105,CUST01317,2026-07-17,completed,UPI,2499
ORD003106,CUST01317,2026-07-06,returned,UPI,4997
ORD003107,CUST01317,2026-06-14,completed,Card,3398
ORD003108,CUST01317,2025-10-16,completed,Card,2298
ORD003109,CUST01318,2026-04-13,completed,Card,6998
ORD003110,CUST01320,2026-05-19,returned,NetBanking,3798
ORD003111,CUST01320,2025-04-08,completed,COD,899
ORD003112,CUST01320,2026-07-16,completed,NetBanking,7397
ORD003113,CUST01320,2026-04-18,completed,NetBanking,4697
ORD003114,CUST01320,2025-04-28,completed,UPI,2298
ORD003115,CUST01320,2025-04-27,completed,Card,2798
ORD003116,CUST01320,2026-07-07,completed,NetBanking,3398
ORD003117,CUST01320,2026-05-15,completed,UPI,499
ORD003118,CUST01321,2026-03-06,completed,NetBanking,999
ORD003119,CUST01321,2025-07-22,completed,NetBanking,2499
ORD003120,CUST01321,2026-06-27,completed,COD,6197
ORD003121,CUST01321,2026-04-07,completed,COD,2998
ORD003122,CUST01321,2025-09-03,completed,Card,3898
ORD003123,CUST01321,2026-04-11,completed,NetBanking,4497
ORD003124,CUST01322,2026-08-20,completed,Card,1898
ORD003125,CUST01323,2025-11-30,completed,UPI,6498
ORD003126,CUST01325,2026-01-12,completed,NetBanking,3898
ORD003127,CUST01326,2025-12-05,completed,UPI,2097
ORD003128,CUST01326,2025-05-02,completed,Card,2698
ORD003129,CUST01326,2025-08-01,completed,Card,4998
ORD003130,CUST01326,2025-10-29,cancelled,COD,2499
ORD003131,CUST01326,2026-03-08,completed,UPI,3697
ORD003132,CUST01327,2026-01-21,completed,COD,4397
ORD003133,CUST01327,2026-08-11,completed,COD,2499
ORD003134,CUST01327,2026-02-14,completed,NetBanking,6498
ORD003135,CUST01327,2026-02-18,cancelled,NetBanking,3798
ORD003136,CUST01327,2025-11-18,completed,Card,1299
ORD003137,CUST01327,2025-07-09,completed,Card,1598
ORD003138,CUST01328,2026-03-18,completed,UPI,1398
ORD003139,CUST01328,2025-10-31,completed,UPI,5498
ORD003140,CUST01328,2026-02-21,completed,COD,4898
ORD003141,CUST01328,2025-09-30,completed,COD,2499
ORD003142,CUST01329,2025-12-24,completed,COD,3999
ORD003143,CUST01329,2025-09-12,returned,Card,899
ORD003144,CUST01329,2025-05-10,completed,Card,4397
ORD003145,CUST01329,2025-03-08,completed,NetBanking,3798
ORD003146,CUST01329,2025-04-18,completed,COD,4498
ORD003147,CUST01329,2025-04-24,completed,NetBanking,2498
ORD003148,CUST01330,2025-05-09,completed,NetBanking,3997
ORD003149,CUST01331,2026-06-14,completed,COD,5498
ORD003150,CUST01331,2026-01-08,completed,Card,2499
ORD003151,CUST01331,2025-03-29,completed,COD,6197
ORD003152,CUST01332,2025-06-19,completed,COD,2998
ORD003153,CUST01332,2026-03-19,completed,NetBanking,2999
ORD003154,CUST01332,2025-03-22,completed,NetBanking,4798
ORD003155,CUST01332,2026-07-10,completed,NetBanking,5397
ORD003156,CUST01333,2026-07-13,completed,Card,899
ORD003157,CUST01333,2026-01-28,completed,UPI,3498
ORD003158,CUST01334,2025-03-28,completed,NetBanking,1799
ORD003159,CUST01335,2025-09-08,completed,UPI,3999
ORD003160,CUST01336,2025-04-20,completed,COD,1299
ORD003161,CUST01336,2026-06-04,completed,Card,3999
ORD003162,CUST01336,2025-03-08,completed,Card,6998
ORD003163,CUST01336,2026-07-16,completed,Card,1498
ORD003164,CUST01336,2025-09-02,completed,COD,3498
ORD003165,CUST01336,2026-04-07,completed,UPI,5498
ORD003166,CUST01338,2026-03-04,cancelled,COD,4498
ORD003167,CUST01339,2026-03-17,completed,NetBanking,3198
ORD003168,CUST01340,2026-06-08,completed,UPI,3397
ORD003169,CUST01340,2025-12-14,completed,NetBanking,6998
ORD003170,CUST01340,2026-05-12,completed,COD,1598
ORD003171,CUST01341,2025-06-04,completed,COD,4298
ORD003172,CUST01342,2026-05-13,completed,COD,2999
ORD003173,CUST01343,2025-10-12,completed,UPI,4897
ORD003174,CUST01343,2025-08-20,completed,Card,2499
ORD003175,CUST01343,2025-06-13,completed,UPI,3998
ORD003176,CUST01343,2026-08-22,completed,Card,2499
ORD003177,CUST01343,2026-04-18,completed,Card,2999
ORD003178,CUST01344,2025-05-28,completed,COD,2998
ORD003179,CUST01344,2025-06-25,completed,COD,2798
ORD003180,CUST01345,2025-09-09,completed,UPI,1798
ORD003181,CUST01345,2026-07-08,completed,Card,3998
ORD003182,CUST01346,2026-02-18,completed,Card,1198
ORD003183,CUST01349,2026-01-16,completed,COD,4298
ORD003184,CUST01349,2025-12-06,completed,COD,1799
ORD003185,CUST01349,2025-06-15,completed,UPI,5197
ORD003186,CUST01349,2026-08-01,completed,UPI,5298
ORD003187,CUST01349,2026-01-18,completed,Card,5298
ORD003188,CUST01349,2026-08-09,cancelled,UPI,2499
ORD003189,CUST01350,2026-05-11,completed,UPI,3498
ORD003190,CUST01350,2026-01-06,completed,UPI,5498
ORD003191,CUST01350,2025-06-07,completed,NetBanking,4698
ORD003192,CUST01351,2025-05-18,completed,UPI,3298
ORD003193,CUST01351,2025-05-30,completed,UPI,2499
ORD003194,CUST01351,2025-03-06,completed,UPI,4698
ORD003195,CUST01351,2026-01-14,completed,Card,5498
ORD003196,CUST01351,2026-07-12,completed,COD,1799
ORD003197,CUST01352,2026-05-11,completed,UPI,3198
ORD003198,CUST01354,2026-03-27,completed,UPI,3098
ORD003199,CUST01354,2025-04-02,completed,NetBanking,3198
ORD003200,CUST01354,2025-03-04,completed,UPI,9497
ORD003201,CUST01355,2026-08-06,completed,UPI,499
ORD003202,CUST01355,2025-08-29,completed,Card,1299
ORD003203,CUST01355,2026-07-22,completed,COD,2998
ORD003204,CUST01355,2025-04-15,completed,Card,2998
ORD003205,CUST01355,2025-08-16,completed,NetBanking,1198
ORD003206,CUST01355,2025-10-01,returned,NetBanking,4698
ORD003207,CUST01356,2026-05-19,completed,UPI,999
ORD003208,CUST01357,2026-06-13,completed,UPI,2998
ORD003209,CUST01358,2025-11-20,completed,UPI,3198
ORD003210,CUST01359,2025-05-31,completed,NetBanking,4497
ORD003211,CUST01359,2025-12-21,completed,Card,4697
ORD003212,CUST01360,2025-08-19,completed,NetBanking,3897
ORD003213,CUST01360,2026-01-02,completed,NetBanking,1299
ORD003214,CUST01360,2025-05-05,completed,NetBanking,2499
ORD003215,CUST01361,2026-05-30,completed,NetBanking,3999
ORD003216,CUST01362,2026-05-21,completed,UPI,5498
ORD003217,CUST01362,2025-10-02,completed,Card,6498
ORD003218,CUST01362,2026-08-11,completed,UPI,699
ORD003219,CUST01363,2026-01-03,completed,NetBanking,3698
ORD003220,CUST01363,2026-08-01,completed,Card,2797
ORD003221,CUST01363,2026-03-16,completed,NetBanking,2499
ORD003222,CUST01363,2025-11-10,cancelled,COD,2999
ORD003223,CUST01364,2025-09-17,completed,COD,999
ORD003224,CUST01365,2025-08-03,returned,COD,2998
ORD003225,CUST01365,2026-01-23,completed,Card,6498
ORD003226,CUST01365,2025-03-21,completed,NetBanking,1299
ORD003227,CUST01366,2026-03-08,completed,Card,3998
ORD003228,CUST01366,2025-09-12,completed,COD,5298
ORD003229,CUST01367,2025-10-23,completed,NetBanking,1299
ORD003230,CUST01367,2025-11-26,completed,NetBanking,5498
ORD003231,CUST01367,2025-07-06,completed,UPI,5797
ORD003232,CUST01368,2026-02-25,completed,Card,3198
ORD003233,CUST01368,2025-08-27,completed,Card,6497
ORD003234,CUST01368,2026-04-01,completed,NetBanking,3999
ORD003235,CUST01368,2026-05-30,completed,NetBanking,1998
ORD003236,CUST01368,2025-12-26,completed,Card,4298
ORD003237,CUST01368,2026-03-26,completed,Card,3198
ORD003238,CUST01369,2025-03-15,completed,NetBanking,1898
ORD003239,CUST01369,2025-03-13,completed,UPI,2897
ORD003240,CUST01369,2025-12-23,completed,Card,2798
ORD003241,CUST01369,2025-10-27,returned,UPI,2499
ORD003242,CUST01369,2025-07-24,completed,Card,3298
ORD003243,CUST01370,2026-06-07,completed,COD,2499
ORD003244,CUST01371,2026-04-23,returned,UPI,3698
ORD003245,CUST01371,2025-05-31,completed,NetBanking,4998
ORD003246,CUST01371,2026-06-16,completed,UPI,4197
ORD003247,CUST01371,2026-02-12,completed,UPI,2499
ORD003248,CUST01373,2025-07-26,completed,COD,5497
ORD003249,CUST01373,2025-09-10,returned,UPI,1798
ORD003250,CUST01373,2025-11-24,completed,NetBanking,3999
ORD003251,CUST01373,2026-05-18,completed,UPI,2499
ORD003252,CUST01373,2025-04-15,completed,UPI,7397
ORD003253,CUST01373,2026-01-04,completed,UPI,5498
ORD003254,CUST01374,2025-11-03,completed,COD,2298
ORD003255,CUST01375,2025-11-16,completed,NetBanking,4298
ORD003256,CUST01375,2025-11-29,completed,COD,4298
ORD003257,CUST01375,2025-03-14,completed,COD,2998
ORD003258,CUST01375,2025-12-15,completed,COD,2499
ORD003259,CUST01375,2026-08-23,completed,UPI,3298
