order_item_id,order_id,product_id,quantity,unit_price
ITEM003704,ORD002030,P004,1,499
ITEM003705,ORD002031,P001,1,2499
ITEM003706,ORD002031,P004,1,499
ITEM003707,ORD002032,P007,1,999
ITEM003708,ORD002032,P001,1,2499
ITEM003709,ORD002033,P008,1,1799
ITEM003710,ORD002033,P010,1,899
ITEM003711,ORD002034,P008,1,1799
ITEM003712,ORD002035,P001,1,2499
ITEM003713,ORD002036,P001,1,2499
ITEM003714,ORD002036,P008,1,1799
ITEM003715,ORD002036,P009,1,1499
ITEM003716,ORD002037,P003,1,1299
ITEM003717,ORD002037,P004,1,499
ITEM003718,ORD002038,P007,1,999
ITEM003719,ORD002039,P001,1,2499
ITEM003720,ORD002040,P006,1,2999
ITEM003721,ORD002041,P007,1,999
ITEM003722,ORD002041,P003,1,1299
ITEM003723,ORD002041,P002,1,3999
ITEM003724,ORD002042,P005,1,699
ITEM003725,ORD002043,P005,1,699
ITEM003726,ORD002043,P002,1,3999
ITEM003727,ORD002043,P004,1,499
ITEM003728,ORD002044,P001,1,2499
ITEM003729,ORD002044,P003,1,1299
ITEM003730,ORD002044,P004,1,499
ITEM003731,ORD002045,P008,1,1799
ITEM003732,ORD002045,P002,1,3999
ITEM003733,ORD002046,P004,1,499
ITEM003734,ORD002046,P010,1,899
ITEM003735,ORD002047,P007,1,999
ITEM003736,ORD002047,P005,1,699
ITEM003737,ORD002048,P002,1,3999
ITEM003738,ORD002048,P004,1,499
ITEM003739,ORD002048,P005,1,699
ITEM003740,ORD002049,P010,1,899
ITEM003741,ORD002049,P003,1,1299
ITEM003742,ORD002050,P001,1,2499
ITEM003743,ORD002050,P007,1,999
ITEM003744,ORD002050,P002,1,3999
ITEM003745,ORD002051,P007,1,999
ITEM003746,ORD002052,P005,1,699
ITEM003747,ORD002053,P001,1,2499
ITEM003748,ORD002053,P009,1,1499
ITEM003749,ORD002053,P006,1,2999
ITEM003750,ORD002054,P001,1,2499
ITEM003751,ORD002054,P008,1,1799
ITEM003752,ORD002054,P010,1,899
ITEM003753,ORD002055,P004,1,499
ITEM003754,ORD002056,P007,1,999
ITEM003755,ORD002057,P003,1,1299
ITEM003756,ORD002057,P005,1,699
ITEM003757,ORD002057,P008,1,1799
ITEM003758,ORD002058,P009,1,1499
ITEM003759,ORD002059,P001,1,2499
ITEM003760,ORD002060,P003,1,1299
ITEM003761,ORD002060,P008,1,1799
ITEM003762,ORD002061,P001,1,2499
ITEM003763,ORD002062,P009,1,1499
ITEM003764,ORD002063,P001,1,2499
ITEM003765,ORD002063,P006,1,2999
ITEM003766,ORD002064,P002,1,3999
ITEM003767,ORD002065,P001,1,2499
ITEM003768,ORD002066,P008,1,1799
ITEM003769,ORD002067,P001,1,2499
ITEM003770,ORD002067,P004,1,499
ITEM003771,ORD002068,P001,1,2499
ITEM003772,ORD002068,P006,1,2999
ITEM003773,ORD002068,P008,1,1799
ITEM003774,ORD002069,P001,1,2499
ITEM003775,ORD002069,P004,1,499
ITEM003776,ORD002070,P006,1,2999
ITEM003777,ORD002070,P009,1,1499
ITEM003778,ORD002071,P008,1,1799
ITEM003779,ORD002071,P009,1,1499
ITEM003780,ORD002072,P003,1,1299
ITEM003781,ORD002072,P004,1,499
ITEM003782,ORD002072,P008,1,1799
ITEM003783,ORD002073,P008,1,1799
ITEM003784,ORD002073,P004,1,499
ITEM003785,ORD002074,P003,1,1299
ITEM003786,ORD002075,P002,1,3999
ITEM003787,ORD002076,P001,1,2499
ITEM003788,ORD002077,P008,1,1799
ITEM003789,ORD002077,P007,1,999
ITEM003790,ORD002077,P009,1,1499
ITEM003791,ORD002078,P001,1,2499
ITEM003792,ORD002078,P010,1,899
ITEM003793,ORD002078,P008,1,1799
ITEM003794,ORD002079,P001,1,2499
ITEM003795,ORD002079,P002,1,3999
ITEM003796,ORD002080,P006,1,2999
ITEM003797,ORD002081,P003,1,1299
ITEM003798,ORD002081,P006,1,2999
ITEM003799,ORD002082,P004,1,499
ITEM003800,ORD002082,P007,1,999
ITEM003801,ORD002083,P002,1,3999
ITEM003802,ORD002084,P001,1,2499
ITEM003803,ORD002084,P007,1,999
ITEM003804,ORD002084,P010,1,899
ITEM003805,ORD002085,P001,1,2499
ITEM003806,ORD002085,P004,1,499
ITEM003807,ORD002085,P003,1,1299
ITEM003808,ORD002086,P007,1,999
ITEM003809,ORD002087,P002,1,3999
ITEM003810,ORD002088,P007,1,999
ITEM003811,ORD002088,P006,1,2999
ITEM003812,ORD002089,P002,1,3999
ITEM003813,ORD002090,P010,1,899
ITEM003814,ORD002090,P001,1,2499
ITEM003815,ORD002090,P009,1,1499
ITEM003816,ORD002091,P001,1,2499
ITEM003817,ORD002091,P002,1,3999
ITEM003818,ORD002092,P001,1,2499
ITEM003819,ORD002092,P009,1,1499
ITEM003820,ORD002093,P004,1,499
ITEM003821,ORD002093,P003,1,1299
ITEM003822,ORD002094,P008,1,1799
ITEM003823,ORD002094,P007,1,999
ITEM003824,ORD002095,P001,1,2499
ITEM003825,ORD002096,P001,1,2499
ITEM003826,ORD002096,P008,1,1799
ITEM003827,ORD002097,P001,1,2499
ITEM003828,ORD002098,P005,1,699
ITEM003829,ORD002098,P003,1,1299
ITEM003830,ORD002098,P002,1,3999
ITEM003831,ORD002099,P010,1,899
ITEM003832,ORD002099,P008,1,1799
ITEM003833,ORD002100,P001,1,2499
ITEM003834,ORD002101,P005,1,699
ITEM003835,ORD002102,P009,1,1499
ITEM003836,ORD002103,P001,1,2499
ITEM003837,ORD002104,P001,1,2499
ITEM003838,ORD002104,P002,1,3999
ITEM003839,ORD002104,P010,1,899
ITEM003840,ORD002105,P002,1,3999
ITEM003841,ORD002105,P010,1,899
ITEM003842,ORD002105,P003,1,1299
ITEM003843,ORD002106,P004,1,499
ITEM003844,ORD002106,P001,1,2499
ITEM003845,ORD002107,P001,1,2499
ITEM003846,ORD002107,P009,1,1499
ITEM003847,ORD002108,P007,1,999
ITEM003848,ORD002109,P008,1,1799
ITEM003849,ORD002110,P009,1,1499
ITEM003850,ORD002111,P004,1,499
ITEM003851,ORD002112,P003,1,1299
ITEM003852,ORD002112,P002,1,3999
ITEM003853,ORD002113,P001,1,2499
ITEM003854,ORD002113,P002,1,3999
ITEM003855,ORD002113,P006,1,2999
ITEM003856,ORD002114,P001,1,2499
ITEM003857,ORD002115,P001,1,2499
ITEM003858,ORD002115,P004,1,499
ITEM003859,ORD002116,P001,1,2499
ITEM003860,ORD002116,P004,1,499
ITEM003861,ORD002116,P009,1,1499
ITEM003862,ORD002117,P006,1,2999
ITEM003863,ORD002117,P001,1,2499
ITEM003864,ORD002118,P006,1,2999
ITEM003865,ORD002119,P001,1,2499
ITEM003866,ORD002119,P004,1,499
ITEM003867,ORD002120,P010,1,899
ITEM003868,ORD002120,P006,1,2999
ITEM003869,ORD002121,P001,1,2499
ITEM003870,ORD002122,P001,1,2499
ITEM003871,ORD002122,P004,1,499
ITEM003872,ORD002123,P001,1,2499
ITEM003873,ORD002123,P002,1,3999
ITEM003874,ORD002124,P010,1,899
ITEM003875,ORD002125,P005,1,699
ITEM003876,ORD002125,P002,1,3999
ITEM003877,ORD002126,P005,1,699
ITEM003878,ORD002127,P009,1,1499
ITEM003879,ORD002127,P008,1,1799
ITEM003880,ORD002128,P001,1,2499
ITEM003881,ORD002128,P008,1,1799
ITEM003882,ORD002129,P005,1,699
ITEM003883,ORD002129,P007,1,999
ITEM003884,ORD002130,P001,1,2499
ITEM003885,ORD002130,P008,1,1799
ITEM003886,ORD002131,P001,1,2499
ITEM003887,ORD002131,P006,1,2999
ITEM003888,ORD002132,P007,1,999
ITEM003889,ORD002132,P010,1,899
ITEM003890,ORD002133,P003,1,1299
ITEM003891,ORD002133,P005,1,699
ITEM003892,ORD002134,P010,1,899
ITEM003893,ORD002134,P003,1,1299
ITEM003894,ORD002135,P001,1,2499
ITEM003895,ORD002135,P005,1,699
ITEM003896,ORD002136,P005,1,699
ITEM003897,ORD002137,P001,1,2499
ITEM003898,ORD002138,P001,1,2499
ITEM003899,ORD002139,P001,1,2499
ITEM003900,ORD002140,P001,1,2499
ITEM003901,ORD002141,P006,1,2999
ITEM003902,ORD002141,P005,1,699
ITEM003903,ORD002141,P003,1,1299
ITEM003904,ORD002142,P001,1,2499
ITEM003905,ORD002142,P007,1,999
ITEM003906,ORD002142,P002,1,3999
ITEM003907,ORD002143,P002,1,3999
ITEM003908,ORD002144,P001,1,2499
ITEM003909,ORD002144,P007,1,999
ITEM003910,ORD002145,P009,1,1499
ITEM003911,ORD002145,P006,1,2999
ITEM003912,ORD002146,P010,1,899
ITEM003913,ORD002146,P003,1,1299
ITEM003914,ORD002147,P009,1,1499
ITEM003915,ORD002147,P002,1,3999
ITEM003916,ORD002148,P005,1,699
ITEM003917,ORD002149,P001,1,2499
ITEM003918,ORD002149,P009,1,1499
ITEM003919,ORD002150,P009,1,1499
ITEM003920,ORD002151,P001,1,2499
ITEM003921,ORD002152,P001,1,2499
ITEM003922,ORD002152,P009,1,1499
ITEM003923,ORD002153,P002,1,3999
ITEM003924,ORD002153,P007,1,999
ITEM003925,ORD002153,P008,1,1799
ITEM003926,ORD002154,P002,1,3999
ITEM003927,ORD002154,P001,1,2499
ITEM003928,ORD002155,P010,1,899
ITEM003929,ORD002155,P008,1,1799
ITEM003930,ORD002156,P001,1,2499
ITEM003931,ORD002156,P002,1,3999
ITEM003932,ORD002157,P009,1,1499
ITEM003933,ORD002157,P005,1,699
ITEM003934,ORD002158,P007,1,999
ITEM003935,ORD002158,P006,1,2999
ITEM003936,ORD002158,P008,1,1799
ITEM003937,ORD002159,P008,1,1799
ITEM003938,ORD002160,P004,1,499
ITEM003939,ORD002160,P010,1,899
ITEM003940,ORD002161,P002,1,3999
ITEM003941,ORD002161,P004,1,499
ITEM003942,ORD002162,P004,1,499
ITEM003943,ORD002163,P007,1,999
ITEM003944,ORD002164,P003,1,1299
ITEM003945,ORD002164,P005,1,699
ITEM003946,ORD002165,P004,1,499
ITEM003947,ORD002165,P001,1,2499
ITEM003948,ORD002166,P001,1,2499
ITEM003949,ORD002167,P009,1,1499
ITEM003950,ORD002168,P008,1,1799
ITEM003951,ORD002168,P003,1,1299
ITEM003952,ORD002169,P006,1,2999
ITEM003953,ORD002169,P002,1,3999
ITEM003954,ORD002170,P008,1,1799
ITEM003955,ORD002171,P010,1,899
ITEM003956,ORD002172,P001,1,2499
ITEM003957,ORD002172,P009,1,1499
ITEM003958,ORD002172,P005,1,699
ITEM003959,ORD002173,P008,1,1799
ITEM003960,ORD002173,P002,1,3999
ITEM003961,ORD002174,P005,1,699
ITEM003962,ORD002175,P003,1,1299
ITEM003963,ORD002175,P009,1,1499
ITEM003964,ORD002176,P001,1,2499
ITEM003965,ORD002176,P008,1,1799
ITEM003966,ORD002177,P002,1,3999
ITEM003967,ORD002178,P009,1,1499
ITEM003968,ORD002178,P001,1,2499
ITEM003969,ORD002179,P001,1,2499
ITEM003970,ORD002179,P004,1,499
ITEM003971,ORD002180,P010,1,899
ITEM003972,ORD002181,P002,1,3999
ITEM003973,ORD002182,P008,1,1799
ITEM003974,ORD002182,P009,1,1499
ITEM003975,ORD002183,P001,1,2499
ITEM003976,ORD002183,P009,1,1499
ITEM003977,ORD002183,P004,1,499
ITEM003978,ORD002184,P001,1,2499
ITEM003979,ORD002184,P004,1,499
ITEM003980,ORD002185,P008,1,1799
ITEM003981,ORD002185,P001,1,2499
ITEM003982,ORD002186,P001,1,2499
ITEM003983,ORD002186,P005,1,699
ITEM003984,ORD002186,P009,1,1499
ITEM003985,ORD002187,P001,1,2499
ITEM003986,ORD002187,P009,1,1499
ITEM003987,ORD002188,P004,1,499
ITEM003988,ORD002188,P009,1,1499
ITEM003989,ORD002189,P008,1,1799
ITEM003990,ORD002189,P009,1,1499
ITEM003991,ORD002190,P001,1,2499
ITEM003992,ORD002190,P010,1,899
ITEM003993,ORD002190,P003,1,1299
ITEM003994,ORD002191,P007,1,999
ITEM003995,ORD002192,P004,1,499
ITEM003996,ORD002193,P001,1,2499
ITEM003997,ORD002193,P008,1,1799
ITEM003998,ORD002194,P001,1,2499
ITEM003999,ORD002195,P001,1,2499
ITEM004000,ORD002195,P004,1,499
ITEM004001,ORD002196,P007,1,999
ITEM004002,ORD002197,P002,1,3999
ITEM004003,ORD002197,P004,1,499
ITEM004004,ORD002198,P001,1,2499
ITEM004005,ORD002199,P010,1,899
ITEM004006,ORD002200,P007,1,999
ITEM004007,ORD002200,P009,1,1499
ITEM004008,ORD002201,P004,1,499
ITEM004009,ORD002201,P006,1,2999
ITEM004010,ORD002202,P001,1,2499
ITEM004011,ORD002202,P008,1,1799
ITEM004012,ORD002202,P006,1,2999
ITEM004013,ORD002203,P002,1,3999
ITEM004014,ORD002203,P009,1,1499
ITEM004015,ORD002203,P004,1,499
ITEM004016,ORD002204,P004,1,499
ITEM004017,ORD002204,P007,1,999
ITEM004018,ORD002205,P006,1,2999
ITEM004019,ORD002205,P008,1,1799
ITEM004020,ORD002205,P001,1,2499
ITEM004021,ORD002206,P001,1,2499
ITEM004022,ORD002206,P009,1,1499
ITEM004023,ORD002206,P002,1,3999
ITEM004024,ORD002207,P004,1,499
ITEM004025,ORD002208,P001,1,2499
ITEM004026,ORD002208,P004,1,499
ITEM004027,ORD002209,P001,1,2499
ITEM004028,ORD002209,P007,1,999
ITEM004029,ORD002210,P010,1,899
ITEM004030,ORD002210,P008,1,1799
ITEM004031,ORD002211,P002,1,3999
ITEM004032,ORD002212,P010,1,899
ITEM004033,ORD002212,P003,1,1299
ITEM004034,ORD002213,P006,1,2999
ITEM004035,ORD002213,P005,1,699
ITEM004036,ORD002213,P007,1,999
ITEM004037,ORD002214,P008,1,1799
ITEM004038,ORD002214,P001,1,2499
ITEM004039,ORD002215,P008,1,1799
ITEM004040,ORD002216,P007,1,999
ITEM004041,ORD002216,P002,1,3999
ITEM004042,ORD002217,P001,1,2499
ITEM004043,ORD002218,P008,1,1799
ITEM004044,ORD002218,P010,1,899
ITEM004045,ORD002219,P010,1,899
ITEM004046,ORD002219,P006,1,2999
ITEM004047,ORD002220,P009,1,1499
ITEM004048,ORD002221,P009,1,1499
ITEM004049,ORD002221,P003,1,1299
ITEM004050,ORD002221,P005,1,699
ITEM004051,ORD002222,P001,1,2499
ITEM004052,ORD002222,P002,1,3999
ITEM004053,ORD002222,P008,1,1799
ITEM004054,ORD002223,P007,1,999
ITEM004055,ORD002224,P007,1,999
ITEM004056,ORD002225,P010,1,899
ITEM004057,ORD002226,P003,1,1299
ITEM004058,ORD002227,P008,1,1799
ITEM004059,ORD002227,P010,1,899
ITEM004060,ORD002227,P001,1,2499
ITEM004061,ORD002228,P008,1,1799
ITEM004062,ORD002229,P001,1,2499
ITEM004063,ORD002229,P009,1,1499
ITEM004064,ORD002230,P005,1,699
ITEM004065,ORD002231,P008,1,1799
ITEM004066,ORD002231,P006,1,2999
ITEM004067,ORD002231,P004,1,499
ITEM004068,ORD002232,P004,1,499
ITEM004069,ORD002232,P002,1,3999
ITEM004070,ORD002232,P007,1,999
ITEM004071,ORD002233,P003,1,1299
ITEM004072,ORD002234,P001,1,2499
ITEM004073,ORD002234,P010,1,899
ITEM004074,ORD002234,P005,1,699
ITEM004075,ORD002235,P010,1,899
ITEM004076,ORD002235,P002,1,3999
ITEM004077,ORD002236,P007,1,999
ITEM004078,ORD002236,P010,1,899
ITEM004079,ORD002236,P001,1,2499
ITEM004080,ORD002237,P005,1,699
ITEM004081,ORD002238,P005,1,699
ITEM004082,ORD002238,P001,1,2499
ITEM004083,ORD002239,P003,1,1299
ITEM004084,ORD002239,P005,1,699
ITEM004085,ORD002240,P010,1,899
ITEM004086,ORD002240,P005,1,699
ITEM004087,ORD002241,P001,1,2499
ITEM004088,ORD002242,P004,1,499
ITEM004089,ORD002242,P009,1,1499
ITEM004090,ORD002243,P010,1,899
ITEM004091,ORD002243,P002,1,3999
ITEM004092,ORD002243,P001,1,2499
ITEM004093,ORD002244,P001,1,2499
ITEM004094,ORD002245,P006,1,2999
ITEM004095,ORD002245,P008,1,1799
ITEM004096,ORD002245,P005,1,699
ITEM004097,ORD002246,P002,1,3999
ITEM004098,ORD002246,P007,1,999
ITEM004099,ORD002247,P007,1,999
ITEM004100,ORD002248,P004,1,499
ITEM004101,ORD002248,P002,1,3999
ITEM004102,ORD002249,P005,1,699
ITEM004103,ORD002249,P010,1,899
ITEM004104,ORD002249,P007,1,999
ITEM004105,ORD002250,P010,1,899
ITEM004106,ORD002250,P008,1,1799
ITEM004107,ORD002251,P001,1,2499
ITEM004108,ORD002252,P001,1,2499
ITEM004109,ORD002252,P003,1,1299
ITEM004110,ORD002253,P004,1,499
ITEM004111,ORD002253,P009,1,1499
ITEM004112,ORD002254,P006,1,2999
ITEM004113,ORD002255,P009,1,1499
ITEM004114,ORD002255,P010,1,899
ITEM004115,ORD002256,P004,1,499
ITEM004116,ORD002257,P001,1,2499
ITEM004117,ORD002258,P003,1,1299
ITEM004118,ORD002258,P007,1,999
ITEM004119,ORD002259,P004,1,499
ITEM004120,ORD002260,P005,1,699
ITEM004121,ORD002261,P001,1,2499
ITEM004122,ORD002261,P007,1,999
ITEM004123,ORD002262,P006,1,2999
ITEM004124,ORD002263,P001,1,2499
ITEM004125,ORD002264,P003,1,1299
ITEM004126,ORD002265,P005,1,699
ITEM004127,ORD002265,P002,1,3999
ITEM004128,ORD002266,P007,1,999
ITEM004129,ORD002266,P003,1,1299
ITEM004130,ORD002267,P001,1,2499
ITEM004131,ORD002267,P010,1,899
ITEM004132,ORD002268,P006,1,2999
ITEM004133,ORD002268,P005,1,699
ITEM004134,ORD002269,P007,1,999
ITEM004135,ORD002269,P001,1,2499
ITEM004136,ORD002270,P008,1,1799
ITEM004137,ORD002270,P002,1,3999
ITEM004138,ORD002271,P001,1,2499
ITEM004139,ORD002271,P006,1,2999
ITEM004140,ORD002272,P001,1,2499
ITEM004141,ORD002272,P005,1,699
ITEM004142,ORD002273,P007,1,999
ITEM004143,ORD002274,P008,1,1799
ITEM004144,ORD002275,P001,1,2499
ITEM004145,ORD002275,P007,1,999
ITEM004146,ORD002276,P009,1,1499
ITEM004147,ORD002277,P001,1,2499
ITEM004148,ORD002277,P004,1,499
ITEM004149,ORD002278,P001,1,2499
ITEM004150,ORD002278,P004,1,499
ITEM004151,ORD002279,P003,1,1299
ITEM004152,ORD002279,P010,1,899
ITEM004153,ORD002280,P006,1,2999
ITEM004154,ORD002280,P007,1,999
ITEM004155,ORD002281,P008,1,1799
ITEM004156,ORD002281,P004,1,499
ITEM004157,ORD002282,P001,1,2499
ITEM004158,ORD002283,P009,1,1499
ITEM004159,ORD002284,P004,1,499
ITEM004160,ORD002284,P008,1,1799
ITEM004161,ORD002285,P009,1,1499
ITEM004162,ORD002285,P007,1,999
ITEM004163,ORD002285,P001,1,2499
ITEM004164,ORD002286,P001,1,2499
ITEM004165,ORD002286,P007,1,999
ITEM004166,ORD002286,P008,1,1799
ITEM004167,ORD002287,P009,1,1499
ITEM004168,ORD002287,P006,1,2999
ITEM004169,ORD002287,P008,1,1799
ITEM004170,ORD002288,P001,1,2499
ITEM004171,ORD002288,P003,1,1299
ITEM004172,ORD002289,P008,1,1799
ITEM004173,ORD002289,P004,1,499
ITEM004174,ORD002289,P001,1,2499
ITEM004175,ORD002290,P001,1,2499
ITEM004176,ORD002291,P005,1,699
ITEM004177,ORD002292,P009,1,1499
ITEM004178,ORD002292,P010,1,899
ITEM004179,ORD002292,P001,1,2499
ITEM004180,ORD002293,P001,1,2499
ITEM004181,ORD002294,P007,1,999
ITEM004182,ORD002295,P001,1,2499
ITEM004183,ORD002296,P006,1,2999
ITEM004184,ORD002297,P001,1,2499
ITEM004185,ORD002298,P002,1,3999
ITEM004186,ORD002298,P003,1,1299
ITEM004187,ORD002298,P001,1,2499
ITEM004188,ORD002299,P005,1,699
ITEM004189,ORD002300,P004,1,499
ITEM004190,ORD002301,P001,1,2499
ITEM004191,ORD002301,P005,1,699
ITEM004192,ORD002302,P001,1,2499
ITEM004193,ORD002302,P008,1,1799
ITEM004194,ORD002302,P004,1,499
ITEM004195,ORD002303,P001,1,2499
ITEM004196,ORD002303,P004,1,499
ITEM004197,ORD002304,P001,1,2499
ITEM004198,ORD002304,P010,1,899
ITEM004199,ORD002304,P002,1,3999
ITEM004200,ORD002305,P005,1,699
ITEM004201,ORD002305,P007,1,999
ITEM004202,ORD002305,P006,1,2999
ITEM004203,ORD002306,P004,1,499
ITEM004204,ORD002306,P008,1,1799
ITEM004205,ORD002306,P006,1,2999
ITEM004206,ORD002307,P010,1,899
ITEM004207,ORD002307,P004,1,499
ITEM004208,ORD002307,P008,1,1799
ITEM004209,ORD002308,P001,1,2499
ITEM004210,ORD002309,P001,1,2499
ITEM004211,ORD002310,P001,1,2499
ITEM004212,ORD002311,P005,1,699
ITEM004213,ORD002311,P006,1,2999
ITEM004214,ORD002312,P001,1,2499
ITEM004215,ORD002312,P003,1,1299
ITEM004216,ORD002313,P004,1,499
ITEM004217,ORD002314,P001,1,2499
ITEM004218,ORD002315,P001,1,2499
ITEM004219,ORD002315,P005,1,699
ITEM004220,ORD002315,P009,1,1499
ITEM004221,ORD002316,P001,1,2499
ITEM004222,ORD002316,P005,1,699
ITEM004223,ORD002316,P004,1,499
ITEM004224,ORD002317,P003,1,1299
ITEM004225,ORD002318,P002,1,3999
ITEM004226,ORD002319,P006,1,2999
ITEM004227,ORD002320,P008,1,1799
ITEM004228,ORD002321,P001,1,2499
ITEM004229,ORD002321,P009,1,1499
ITEM004230,ORD002321,P007,1,999
ITEM004231,ORD002322,P006,1,2999
ITEM004232,ORD002322,P005,1,699
ITEM004233,ORD002323,P006,1,2999
ITEM004234,ORD002324,P010,1,899
ITEM004235,ORD002324,P008,1,1799
ITEM004236,ORD002325,P004,1,499
ITEM004237,ORD002325,P003,1,1299
ITEM004238,ORD002325,P008,1,1799
ITEM004239,ORD002326,P006,1,2999
ITEM004240,ORD002326,P001,1,2499
ITEM004241,ORD002326,P008,1,1799
ITEM004242,ORD002327,P010,1,899
ITEM004243,ORD002327,P004,1,499
ITEM004244,ORD002328,P003,1,1299
ITEM004245,ORD002328,P010,1,899
ITEM004246,ORD002329,P006,1,2999
ITEM004247,ORD002329,P004,1,499
ITEM004248,ORD002330,P010,1,899
ITEM004249,ORD002330,P001,1,2499
ITEM004250,ORD002331,P007,1,999
ITEM004251,ORD002331,P001,1,2499
ITEM004252,ORD002331,P004,1,499
ITEM004253,ORD002332,P005,1,699
ITEM004254,ORD002333,P001,1,2499
ITEM004255,ORD002333,P009,1,1499
ITEM004256,ORD002334,P001,1,2499
ITEM004257,ORD002334,P002,1,3999
ITEM004258,ORD002334,P007,1,999
ITEM004259,ORD002335,P005,1,699
ITEM004260,ORD002336,P004,1,499
ITEM004261,ORD002337,P001,1,2499
ITEM004262,ORD002337,P003,1,1299
ITEM004263,ORD002337,P006,1,2999
ITEM004264,ORD002338,P005,1,699
ITEM004265,ORD002338,P003,1,1299
ITEM004266,ORD002339,P001,1,2499
ITEM004267,ORD002340,P008,1,1799
ITEM004268,ORD002340,P007,1,999
ITEM004269,ORD002341,P001,1,2499
ITEM004270,ORD002341,P005,1,699
ITEM004271,ORD002342,P001,1,2499
ITEM004272,ORD002342,P007,1,999
ITEM004273,ORD002342,P006,1,2999
ITEM004274,ORD002343,P002,1,3999
ITEM004275,ORD002344,P008,1,1799
ITEM004276,ORD002345,P005,1,699
ITEM004277,ORD002345,P006,1,2999
ITEM004278,ORD002345,P009,1,1499
ITEM004279,ORD002346,P005,1,699
ITEM004280,ORD002347,P008,1,1799
ITEM004281,ORD002347,P004,1,499
ITEM004282,ORD002348,P005,1,699
ITEM004283,ORD002348,P003,1,1299
ITEM004284,ORD002349,P004,1,499
ITEM004285,ORD002349,P002,1,3999
ITEM004286,ORD002350,P001,1,2499
ITEM004287,ORD002351,P004,1,499
ITEM004288,ORD002351,P002,1,3999
ITEM004289,ORD002351,P003,1,1299
ITEM004290,ORD002352,P001,1,2499
ITEM004291,ORD002352,P002,1,3999
ITEM004292,ORD002353,P002,1,3999
ITEM004293,ORD002353,P007,1,999
ITEM004294,ORD002353,P009,1,1499
ITEM004295,ORD002354,P001,1,2499
ITEM004296,ORD002354,P008,1,1799
ITEM004297,ORD002354,P005,1,699
ITEM004298,ORD002355,P010,1,899
ITEM004299,ORD002355,P003,1,1299
ITEM004300,ORD002356,P001,1,2499
ITEM004301,ORD002356,P006,1,2999
ITEM004302,ORD002356,P005,1,699
ITEM004303,ORD002357,P001,1,2499
ITEM004304,ORD002357,P006,1,2999
ITEM004305,ORD002357,P008,1,1799
ITEM004306,ORD002358,P007,1,999
ITEM004307,ORD002359,P010,1,899
ITEM004308,ORD002359,P001,1,2499
ITEM004309,ORD002359,P002,1,3999
ITEM004310,ORD002360,P001,1,2499
ITEM004311,ORD002361,P008,1,1799
ITEM004312,ORD002361,P003,1,1299
ITEM004313,ORD002362,P001,1,2499
ITEM004314,ORD002363,P001,1,2499
ITEM004315,ORD002363,P007,1,999
ITEM004316,ORD002364,P002,1,3999
ITEM004317,ORD002364,P009,1,1499
ITEM004318,ORD002365,P008,1,1799
ITEM004319,ORD002365,P003,1,1299
ITEM004320,ORD002365,P010,1,899
ITEM004321,ORD002366,P005,1,699
ITEM004322,ORD002366,P003,1,1299
ITEM004323,ORD002366,P007,1,999
ITEM004324,ORD002367,P001,1,2499
ITEM004325,ORD002367,P003,1,1299
ITEM004326,ORD002367,P004,1,499
ITEM004327,ORD002368,P003,1,1299
ITEM004328,ORD002368,P004,1,499
ITEM004329,ORD002369,P007,1,999
ITEM004330,ORD002370,P006,1,2999
ITEM004331,ORD002371,P001,1,2499
ITEM004332,ORD002371,P010,1,899
ITEM004333,ORD002372,P003,1,1299
ITEM004334,ORD002372,P001,1,2499
ITEM004335,ORD002373,P005,1,699
ITEM004336,ORD002373,P002,1,3999
ITEM004337,ORD002374,P009,1,1499
ITEM004338,ORD002374,P008,1,1799
ITEM004339,ORD002375,P007,1,999
ITEM004340,ORD002376,P003,1,1299
ITEM004341,ORD002377,P010,1,899
ITEM004342,ORD002377,P005,1,699
ITEM004343,ORD002378,P001,1,2499
ITEM004344,ORD002379,P007,1,999
ITEM004345,ORD002379,P001,1,2499
ITEM004346,ORD002379,P009,1,1499
ITEM004347,ORD002380,P009,1,1499
ITEM004348,ORD002381,P001,1,2499
ITEM004349,ORD002381,P010,1,899
ITEM004350,ORD002381,P005,1,699
ITEM004351,ORD002382,P010,1,899
ITEM004352,ORD002382,P001,1,2499
ITEM004353,ORD002383,P001,1,2499
ITEM004354,ORD002383,P006,1,2999
ITEM004355,ORD002384,P005,1,699
ITEM004356,ORD002384,P007,1,999
ITEM004357,ORD002385,P001,1,2499
ITEM004358,ORD002386,P004,1,499
ITEM004359,ORD002386,P008,1,1799
ITEM004360,ORD002387,P001,1,2499
ITEM004361,ORD002388,P008,1,1799
ITEM004362,ORD002389,P009,1,1499
ITEM004363,ORD002389,P007,1,999
ITEM004364,ORD002390,P009,1,1499
ITEM004365,ORD002390,P007,1,999
ITEM004366,ORD002390,P006,1,2999
ITEM004367,ORD002391,P009,1,1499
ITEM004368,ORD002392,P004,1,499
ITEM004369,ORD002393,P005,1,699
ITEM004370,ORD002393,P004,1,499
ITEM004371,ORD002394,P005,1,699
ITEM004372,ORD002394,P009,1,1499
ITEM004373,ORD002395,P005,1,699
ITEM004374,ORD002395,P001,1,2499
ITEM004375,ORD002396,P010,1,899
ITEM004376,ORD002396,P002,1,3999
ITEM004377,ORD002397,P001,1,2499
ITEM004378,ORD002397,P010,1,899
ITEM004379,ORD002398,P004,1,499
ITEM004380,ORD002399,P008,1,1799
